S1 Real/Imag g,S1  0-Z:0-Z,S2 Real/Imag g,S2 0-Z:0-Z
(0.010360061702437254+0j),(0.02360712680848254+0.02616713158305876j),(0.010360061702437254+0j),(0.0018935815284300847+0.007320661290254715j)
(0.010369627779724822+0j),(-0.005786074596610096+0.007179847670065496j),(0.010369627779724822+0j),(-0.0026676395571239068-0.0002028142156390377j)
(0.010379193857012392+0j),(0.00302945773330308+0.006462504792720859j),(0.010379193857012392+0j),(-0.0010347269013217142+0.0018805334574981806j)
(0.010388759934299961+0j),(8.72590196285012e-05+0.005867954036564657j),(0.010388759934299961+0j),(0.00011475428882711775+0.0010693275693361088j)
(0.01039832601158753+0j),(0.0007177810875995927+0.00474271872978439j),(0.01039832601158753+0j),(-0.0003803265464181966+0.0010932597374722515j)
(0.010407892088875098+0j),(-0.01919935891870879-0.0012795265321395716j),(0.010407892088875098+0j),(-0.0035023257557062143+8.634410336833946e-06j)
(0.010417458166162668+0j),(-0.04476777170081933+0.009270376026401558j),(0.010417458166162668+0j),(-0.007635361789089056+0.0012695778996515941j)
(0.010427024243450237+0j),(0.024356766251398147-0.007375578614467437j),(0.010427024243450237+0j),(0.0034473859137037826-0.0023473350657183404j)
(0.010436590320737807+0j),(0.00506914106377636+0.00927858366452343j),(0.010436590320737807+0j),(-8.814945213989737e-06+0.002186333815685648j)
(0.010446156398025375+0j),(0.007079601873114771+0.0009792169025582148j),(0.010446156398025375+0j),(0.0012881402815751472-9.587318749547083e-05j)
(0.010455722475312944+0j),(0.0004304715174586449+0.0022375638111099467j),(0.010455722475312944+0j),(-0.0007636211925307208+0.0004581500888475374j)
(0.010465288552600514+0j),(-0.0038592208710805367+0.007290510453541666j),(0.010465288552600514+0j),(-0.0006692770903765843+0.0005397437069470716j)
(0.010474854629888081+0j),(0.017364372887960874+0.0021607492608677874j),(0.010474854629888081+0j),(0.001491972848984925+0.0008266201461218648j)
(0.010484420707175651+0j),(0.03432304125368282-0.06894140540967818j),(0.010484420707175651+0j),(0.0033128151514962524-0.007883934602437519j)
(0.01049398678446322+0j),(0.009277320776321417+0.0011968184992118564j),(0.01049398678446322+0j),(0.0007504349395293073-0.000485168052132429j)
(0.01050355286175079+0j),(0.0027819741912972398-0.01795457940330303j),(0.01050355286175079+0j),(-5.8129500216321616e-05-0.0019701911751391385j)
(0.010513118939038358+0j),(0.007052028230324541-0.010570060396258992j),(0.010513118939038358+0j),(0.001630094855221562-0.0011536594313264709j)
(0.010522685016325927+0j),(0.008040551297742851-0.007404616965808041j),(0.010522685016325927+0j),(-0.00030809021679251196-0.0001915287507764909j)
(0.010532251093613497+0j),(0.032007955847414504-0.013476372955011213j),(0.010532251093613497+0j),(0.004643143224240013-6.402944202581351e-05j)
(0.010541817170901066+0j),(0.02926350197038641-0.03518673368666615j),(0.010541817170901066+0j),(0.00439371535726839-0.0028807418597508686j)
(0.010551383248188634+0j),(-0.03727160298725814+0.032533834175880696j),(0.010551383248188634+0j),(-0.006427291483516577+0.003729803242104946j)
(0.010560949325476203+0j),(-0.00859339548603153-0.007933948934101818j),(0.010560949325476203+0j),(-0.0010568445389073978-0.002461466681336388j)
(0.010570515402763773+0j),(-0.006556463129713955+0.0074382812784008065j),(0.010570515402763773+0j),(-0.0007959628597187431+0.0008297590132167843j)
(0.01058008148005134+0j),(-0.006119035978543713+0.00296374178908776j),(0.01058008148005134+0j),(-0.0013596471122321286+0.0015950247006172428j)
(0.01058964755733891+0j),(-0.004183606748837387+0.0056913463282967655j),(0.01058964755733891+0j),(-0.0008309027066097001+0.0009795466405634926j)
(0.01059921363462648+0j),(0.00939330816503859-0.007462177956114628j),(0.01059921363462648+0j),(0.001757333797548287-0.00045736154925011657j)
(0.010608779711914049+0j),(0.011953692293997497-0.04884535991438172j),(0.010608779711914049+0j),(0.003076203075166886-0.006315122999083281j)
(0.010618345789201617+0j),(0.004339738688830117+0.011821293384878646j),(0.010618345789201617+0j),(2.6358745987056813e-05+0.003074090647892522j)
(0.010627911866489186+0j),(-0.0040456893742003225-0.00469557948449343j),(0.010627911866489186+0j),(-0.001127108895308942-0.0017796052107846695j)
(0.010637477943776756+0j),(0.0018316864967710701-3.1742428838763256e-05j),(0.010637477943776756+0j),(-0.00020796834039206642-0.00051455248246594j)
(0.010647044021064325+0j),(0.0027770380413196854+0.0017912791439800315j),(0.010647044021064325+0j),(0.0004841834363769082-0.00010631616539756141j)
(0.010656610098351893+0j),(0.008596944392578253+0.005642446761623643j),(0.010656610098351893+0j),(0.0004692566864977602+0.0009801491694294063j)
(0.010666176175639462+0j),(0.007080286804931526+0.00172210879727916j),(0.010666176175639462+0j),(0.0011936437210768947+0.0007042054690749844j)
(0.010675742252927032+0j),(-0.028732987550797732-0.00011108482513890434j),(0.010675742252927032+0j),(-0.0038866174676444477-0.0018388333784141516j)
(0.010685308330214601+0j),(-0.0005424045098149494-0.00541729917629162j),(0.010685308330214601+0j),(0.00025332547066763333-0.0019199242684571417j)
(0.01069487440750217+0j),(-0.005385008267499909+0.0012885426046021294j),(0.01069487440750217+0j),(-0.0009759164763441952+0.0009323793453309996j)
(0.010704440484789739+0j),(-0.003722664449320474+0.0002835737121801752j),(0.010704440484789739+0j),(-0.001390367205590917-0.0001585512858828367j)
(0.010714006562077308+0j),(-0.0029091564987481873-0.0009448493711513262j),(0.010714006562077308+0j),(-3.689548604588111e-05-0.00018594254189299904j)
(0.010723572639364876+0j),(0.0033333455985899525-0.0004032166816915353j),(0.010723572639364876+0j),(4.1676443612889626e-05+0.000750359797385414j)
(0.010733138716652445+0j),(0.010723935126479853-0.006373437378964942j),(0.010733138716652445+0j),(0.00206126791697161+0.001476508225301504j)
(0.010742704793940015+0j),(-0.004659757943246848+0.006764418055225965j),(0.010742704793940015+0j),(-0.0006816192246801976+0.0028281371337887866j)
(0.010752270871227584+0j),(-0.001724245442285719-0.0014833876474673912j),(0.010752270871227584+0j),(-0.00011460306447908687+7.285215091854276e-05j)
(0.010761836948515152+0j),(-0.002096205519491405+0.0012665031424046176j),(0.010761836948515152+0j),(-0.000708611580856965+0.0005220934731569249j)
(0.010771403025802722+0j),(-0.001569106677747961+0.0014770892667027985j),(0.010771403025802722+0j),(-0.000644705915628204-0.0014377037635106187j)
(0.010780969103090291+0j),(-0.0024094530118395716+0.0029595001189688308j),(0.010780969103090291+0j),(-0.0008793699275088129-0.00042221940405216964j)
(0.01079053518037786+0j),(-0.0019134146673320481+0.0022431853768982908j),(0.01079053518037786+0j),(-0.00022219765500137441+0.00015968619369071714j)
(0.010800101257665428+0j),(-0.005068553774741223-0.004049368589966431j),(0.010800101257665428+0j),(-0.0007802113234937955-8.256895890734207e-05j)
(0.010809667334952998+0j),(0.0006424553876028407+0.00013162782124406184j),(0.010809667334952998+0j),(0.00011535097177120842+0.0001410635374418995j)
(0.010819233412240567+0j),(-0.0019572669519926393-0.00026849351295099415j),(0.010819233412240567+0j),(-0.00046873887537799975+0.0008494385939290268j)
(0.010828799489528137+0j),(-0.0009738036457310055+0.00042272316009983943j),(0.010828799489528137+0j),(-0.00019797735530116209+0.0009387989564752211j)
(0.010838365566815705+0j),(-0.0011528592061990509-0.0004808745333526685j),(0.010838365566815705+0j),(-0.0007332680656477621-0.001163879476282892j)
(0.010847931644103274+0j),(-0.0005840378173512684+0.0003267709203200325j),(0.010847931644103274+0j),(-0.0011205762481592467+0.0002251643111050667j)
(0.010857497721390844+0j),(0.00050790276838656+0.0008645180861871306j),(0.010857497721390844+0j),(-0.00012542668039514104+0.0009203439898556813j)
(0.010867063798678411+0j),(-0.0021996941354645214+0.0014256717324132142j),(0.010867063798678411+0j),(-0.00023740697506956904-0.00016951585976225346j)
(0.01087662987596598+0j),(-0.0012059773590579023+2.9663557400287792e-05j),(0.01087662987596598+0j),(0.00023321247518344481-0.0003612938472989537j)
(0.01088619595325355+0j),(-0.0011943914418958105+0.0005933373981403281j),(0.01088619595325355+0j),(0.0005788688878413669+0.00014535524028328687j)
(0.01089576203054112+0j),(-0.0004719208738269443+0.0010940165361540374j),(0.01089576203054112+0j),(-0.000270353100447213+0.00030486902299966195j)
(0.010905328107828688+0j),(-0.0016305786252351268-0.0001261818120826754j),(0.010905328107828688+0j),(0.0008664675030482865-0.0001966709426403376j)
(0.010914894185116257+0j),(-0.0019976012134074865+0.0004447673939724632j),(0.010914894185116257+0j),(-0.0003286841390482701+0.00018688896286908838j)
(0.010924460262403827+0j),(-0.001137057942764402-0.0009561215472702972j),(0.010924460262403827+0j),(-0.0007394916766890453+0.000467972180680938j)
(0.010934026339691396+0j),(-0.00046729162869817387+0.00015811877700881594j),(0.010934026339691396+0j),(-0.000761152095748675-0.00011567852929625088j)
(0.010943592416978964+0j),(-0.0012850344944195632+0.0005151331789924117j),(0.010943592416978964+0j),(-0.000433013681478975+0.0011762938473867408j)
(0.010953158494266533+0j),(-0.00012256601079666012+0.0001815701577484465j),(0.010953158494266533+0j),(0.0006736532221973947-0.00010459085363883068j)
(0.010962724571554103+0j),(-0.000812137106248465+5.0990841793818995e-05j),(0.010962724571554103+0j),(0.0007145071161445642-0.0002610815233994155j)
(0.010972290648841672+0j),(-0.0008176379165258937+0.00027254458843485515j),(0.010972290648841672+0j),(-0.0011250524515191425+0.0001538602898733995j)
(0.01098185672612924+0j),(2.4737928201148047e-05-2.5623954631291166e-06j),(0.01098185672612924+0j),(-0.0004055445312453826-0.0006847296130661944j)
(0.01099142280341681+0j),(-0.0011711575792119533+0.0009572105774366719j),(0.01099142280341681+0j),(-0.0004245363937324583+0.0009028550765752501j)
(0.011000988880704379+0j),(-0.0010521504410889353-0.00019197086437685267j),(0.011000988880704379+0j),(-0.0011443533574523165+0.000436317975830252j)
(0.011010554957991947+0j),(-0.0015573818458429485+0.0005636598455946312j),(0.011010554957991947+0j),(9.61082205495157e-06+0.0014739917142498453j)
(0.011020121035279516+0j),(-0.0002650076680901605+2.8647355485334588e-05j),(0.011020121035279516+0j),(-0.00018620852762655734-4.790912856973102e-05j)
(0.011029687112567086+0j),(-0.0006205933497390704+8.263623097815942e-05j),(0.011029687112567086+0j),(-0.0003399717258314985-0.0009585931095998252j)
(0.011039253189854655+0j),(-0.00013908393461053894-0.00013459734243311428j),(0.011039253189854655+0j),(3.47546446513498e-07-0.00021546031736858852j)
(0.011048819267142223+0j),(-0.0003984597647958259-0.0007035525088933742j),(0.011048819267142223+0j),(-0.00047283565134349586-0.00024175344497852705j)
(0.011058385344429792+0j),(-0.0006817391709813478+4.6703210631570674e-05j),(0.011058385344429792+0j),(-0.00042780797188194855+0.0009246883270758101j)
(0.011067951421717362+0j),(-0.0012539661218086498+0.00042817801758596337j),(0.011067951421717362+0j),(0.00017076800364240361+2.816053557989107e-06j)
(0.011077517499004931+0j),(-0.0004686612519845545+0.0005594224565619015j),(0.011077517499004931+0j),(0.00012267978959152885-0.0004100228068635185j)
(0.0110870835762925+0j),(-0.0006316316366063262+2.3286464166465958e-05j),(0.0110870835762925+0j),(0.0007700706196850139-0.00011897318200127417j)
(0.011096649653580069+0j),(-0.00026041826577292006+0.00038248499584935566j),(0.011096649653580069+0j),(-0.00012736873268095987+0.000553811610346109j)
(0.011106215730867638+0j),(-4.845387757117134e-05+0.00020436331364704377j),(0.011106215730867638+0j),(-0.0011598230913520936-0.0004840658727445724j)
(0.011115781808155208+0j),(-0.0006210117293322896+0.0003262901793194544j),(0.011115781808155208+0j),(1.5913452090238627e-07+0.00035688269925017663j)
(0.011125347885442775+0j),(-0.0008215568132172804-3.172063493531084e-05j),(0.011125347885442775+0j),(-0.00029442045554331514+0.0005718136533183166j)
(0.011134913962730345+0j),(-0.0007892353992760838+0.0004558876815299904j),(0.011134913962730345+0j),(-0.0002997789050042796-0.00028753686371928844j)
(0.011144480040017914+0j),(-8.309455730044105e-05+0.00027589289297396324j),(0.011144480040017914+0j),(-6.150956719543299e-05-0.0002763718917231867j)
(0.011154046117305482+0j),(2.1391808675621857e-05+0.00028892990123277704j),(0.011154046117305482+0j),(0.0010272641932347355-0.00037434348187504656j)
(0.011163612194593052+0j),(-0.0003150334883314126+0.0003268796680677544j),(0.011163612194593052+0j),(-0.0002900466719896362-0.0003062288982323337j)
(0.011173178271880621+0j),(-0.0002647899996326759+0.00024166641051946413j),(0.011173178271880621+0j),(0.0005351861307418707-0.00014552108388764056j)
(0.01118274434916819+0j),(-0.0010402290428051257+0.00010082254827577183j),(0.01118274434916819+0j),(-0.00032220223586898233+0.0003673598629415764j)
(0.011192310426455758+0j),(-0.0004462474478793065+0.00026776375452746787j),(0.011192310426455758+0j),(7.00191784882952e-06+0.0003526275783431921j)
(0.011201876503743328+0j),(-0.000520568736441953+0.00030073706684248557j),(0.011201876503743328+0j),(-0.0006648590432844528-0.00024117934694640377j)
(0.011211442581030897+0j),(-0.0005150805811252427-0.00015013656375983204j),(0.011211442581030897+0j),(0.00034670586411615753-3.763885294475074e-05j)
(0.011221008658318467+0j),(-0.000662927816484807+0.0003080789979417851j),(0.011221008658318467+0j),(0.0002628555630051586+0.001623655031442096j)
(0.011230574735606035+0j),(-0.00024177965086141057+3.25192015063212e-05j),(0.011230574735606035+0j),(-0.00044463639709024246+0.00040960278400894106j)
(0.011240140812893604+0j),(-0.0007800560454903725+0.00022897372561493317j),(0.011240140812893604+0j),(-0.0004625981081151929+0.0009392050753664904j)
(0.011249706890181174+0j),(-0.000999068952841596+0.0002004939040355403j),(0.011249706890181174+0j),(-0.0001720977684056396+0.0009689689611905468j)
(0.011259272967468743+0j),(0.0002132901254359034+0.0006164113493011207j),(0.011259272967468743+0j),(0.00043232962365485564+0.00043629051302092765j)
(0.01126883904475631+0j),(-0.0003844972723110322-0.0001485921636043318j),(0.01126883904475631+0j),(-0.000633009680577867-0.00024604811782700305j)
(0.01127840512204388+0j),(-2.4656505603524958e-05+0.00032048226422777787j),(0.01127840512204388+0j),(0.0001492689881056257+0.0004128609709637883j)
(0.01128797119933145+0j),(-0.0008192946759225314-1.2730352783676134e-05j),(0.01128797119933145+0j),(-0.0007304270696590862-0.00039446219835231856j)
(0.011297537276619017+0j),(-0.0003093194592029071+0.000600863823615468j),(0.011297537276619017+0j),(-1.2488311599836846e-05-0.0004557545560446476j)
(0.011307103353906587+0j),(0.00018941300048210794+0.0005341326983695421j),(0.011307103353906587+0j),(-0.0009394007289364851-0.00022533698346775108j)
(0.011316669431194156+0j),(-0.0006873631214957264-0.0008663786991230083j),(0.011316669431194156+0j),(0.0003661424106252005-0.0010036825434454613j)
(0.011326235508481726+0j),(-0.0003476759887173131-0.0006911273951246538j),(0.011326235508481726+0j),(-0.0005962876967982337-0.0010799313587215977j)
(0.011335801585769294+0j),(-0.0005203351977856947-0.00022056594284953875j),(0.011335801585769294+0j),(-0.0005643957278810988+0.0001918127640037023j)
(0.011345367663056863+0j),(-0.0001964548062679492-9.645581341156193e-05j),(0.011345367663056863+0j),(-0.0001374428256431247-0.0003533339389695396j)
(0.011354933740344433+0j),(-0.0004014281221929545-0.00038434279805061374j),(0.011354933740344433+0j),(-8.888529532692219e-05-9.705326045728352e-06j)
(0.011364499817632002+0j),(-0.0004939877284940503-2.4478727456763873e-05j),(0.011364499817632002+0j),(0.0001698551773982695-0.0008240854713373998j)
(0.01137406589491957+0j),(0.0002973637985791853+0.001077412669629317j),(0.01137406589491957+0j),(-0.0008889703463737494-0.0002804027617716098j)
(0.01138363197220714+0j),(-0.0006827359674670019-0.0004088543376861457j),(0.01138363197220714+0j),(-0.0004566781377923425-0.00014741098125885043j)
(0.011393198049494709+0j),(-0.0007693582227227808+0.00017476562450662218j),(0.011393198049494709+0j),(-0.0007671410640873549+0.00081816548924186j)
(0.011402764126782278+0j),(2.5122485157877632e-05-7.763742596969927e-05j),(0.011402764126782278+0j),(0.00024653867821712724+0.0007647664438655403j)
(0.011412330204069846+0j),(-0.0005166949470971524-0.0002641201743070364j),(0.011412330204069846+0j),(3.571193843703157e-05-8.884636530856088e-05j)
(0.011421896281357416+0j),(-2.099060396753879e-05-0.0009108939983633071j),(0.011421896281357416+0j),(0.00037068138513316487-0.00010134202695102013j)
(0.011431462358644985+0j),(-0.0002624299650588735-0.0012313695444289474j),(0.011431462358644985+0j),(-4.5369456782572045e-05-0.0002466675914505112j)
